خیلی سبک و عالیه مخصوصا مخملی بودنش
عالی و جنس خوب
دوام فر موها خیلی کمه من قبلا از دستگاهای دیگه استفاده کردم بدون تافت و ژل دوام فر موها بیشتر بود ،ولی با این دستگاه در عرض نیم ساعت حالت خودشون از دست میدن من با تافت و ژل و... امتحان کردم بازم جواب نگرفتم از خریدم پشیمون هستم
من تو تخفیف گرفتمش خوبه بنظرم می ارزه حتما بخریدش
